k	 lamda				x
16	0.982842	[0.33602893791940169, 0.054701904331441446, 0.07048081209731008, 0.085197704575483327, 0.35711387229418451, 0.91954061555435285, 1.0, 0.13662742084052254, 0.52227775062282955, 0.37310986345650698, 0.54575827948623223, 0.46566884001241204, 0.20135555742636441, 0.33842837904827172, 0.37808123105818126, 0.40329484324282511, 0.52499934351266553, 0.28159034297298463, 0.089547389845420794, 0.080532666160499672]
17	0.985103	[0.33475485482958045, 0.054545095299354973, 0.070278351799343747, 0.084952429002709717, 0.35577819855448362, 0.91739933316972844, 1.0, 0.13610234341880487, 0.52012951927081175, 0.37155726557257451, 0.54351111413897446, 0.46374051349721446, 0.20055227583805615, 0.33700450944325022, 0.37648452217403844, 0.40252975990269457, 0.52401547029150053, 0.28104404951388873, 0.089289071441148546, 0.080300543314584416]
18	0.981890	[0.33503137284131446, 0.054567984529824386, 0.070307466948100153, 0.084987169449802877, 0.35606258269272989, 0.92024522769654704, 1.0, 0.13604650534246501, 0.51980252745428968, 0.37129910680161565, 0.54316222593814412, 0.46343412724727562, 0.2004365518646177, 0.33677130997695948, 0.37621665386925646, 0.40302883737495188, 0.52467555637074925, 0.28138211837915433, 0.089325161010504098, 0.080333156675536005]
19	0.983231	[0.33542534867938517, 0.054517598883052347, 0.070242221357326384, 0.084907901790411258, 0.3564363097061512, 0.91901476331062426, 1.0, 0.13582715650315272, 0.51885689117751532, 0.37060825857699958, 0.54217916451198389, 0.46257553169150123, 0.20008652015087253, 0.33614590095527092, 0.37550462386753924, 0.40293488597623922, 0.52456190770594036, 0.28130786424653803, 0.089241491960810715, 0.080258048094186879]
20	0.983410	[0.33494561656011917, 0.054458197808245006, 0.070165431775075671, 0.084814753457622502, 0.35593300010346868, 0.91879748158322316, 1.0, 0.13559904722021038, 0.51790186391459703, 0.36991242258621254, 0.54117893679617124, 0.46171421269448004, 0.19973025144603185, 0.33551014909724136, 0.37478947458778072, 0.40273064856090013, 0.52430336751246087, 0.28115792960933939, 0.089143289711698631, 0.080169839965934464]
21	0.982366	[0.33516309266994371, 0.05445745328844994, 0.070164243969481843, 0.084813041757516597, 0.35614960931891093, 0.91971510798016209, 1.0, 0.13552981873469047, 0.51756575974495878, 0.36965942754509523, 0.54082648103320163, 0.46140519103603417, 0.19960881565502281, 0.33528069714161857, 0.37452700849672571, 0.40292322973472655, 0.52456025512060378, 0.28128620434884927, 0.089141237141417112, 0.080168090960492946]
22	0.982994	[0.3352133523040941, 0.0544226083131788, 0.070119158834784062, 0.08475830741731305, 0.35618594790742203, 0.91912797355103004, 1.0, 0.13538648673157908, 0.51695609511488039, 0.36921426663763729, 0.54019029196014046, 0.46085320206490843, 0.19938211715270115, 0.33487625885030631, 0.37406909862217536, 0.40283248684376022, 0.52444733187768056, 0.28121764180983988, 0.089083497500385966, 0.08011624339628344]
23	0.982815	[0.33506072334659293, 0.054398223510494961, 0.070087583243123669, 0.084719943257335048, 0.35602350956710954, 0.91926084453208012, 1.0, 0.13527781877988407, 0.51649021576136322, 0.36887301465741529, 0.5397025866230547, 0.46043155981354406, 0.19920920298408434, 0.33456517290190751, 0.37371784187328438, 0.40279298391483265, 0.52440029730141635, 0.28118567052824894, 0.089042995635551445, 0.080079885632996228]
24	0.982525	[0.33516709115391735, 0.05439038538486566, 0.070077348612837639, 0.084707405347515807, 0.35612650795673645, 0.91950852927876492, 1.0, 0.13521790681022805, 0.51621798876425573, 0.36867115680726475, 0.53941780683905882, 0.46018313131407651, 0.19910958608108553, 0.33438175501826106, 0.37350912315783585, 0.40285390400275095, 0.52448331669123105, 0.2812244913142708, 0.089029666395892368, 0.080067955498416901]
25	0.982754	[0.33515072404683105, 0.054370274495946426, 0.070051323760574741, 0.084675806231351444, 0.35610209612516275, 0.91928689406831665, 1.0, 0.13513383654122529, 0.51586004581639477, 0.36840954955541555, 0.53904382277976071, 0.45985917762784301, 0.19897644309448181, 0.33414385570142491, 0.3732400851755211, 0.40280531132753794, 0.52442317951178719, 0.28118744314328864, 0.088996327198827274, 0.080038020272865981]
26	0.982607	[0.33511140757569308, 0.054358637477281972, 0.070036234960857077, 0.08465744905052873, 0.3560580472954753, 0.91940471931304257, 1.0, 0.13507610579356449, 0.51560884511157934, 0.36822497921026554, 0.53878097464171404, 0.45963130337048075, 0.1988835540492877, 0.33397579569515484, 0.37304987483107171, 0.40280379378380238, 0.52442384176006118, 0.28118374580754363, 0.088976925394748926, 0.080020611934368518]
27	0.982540	[0.33515323474467412, 0.054350943349711967, 0.070026240488681599, 0.08464526791616199, 0.35609669987837361, 0.91945525923366478, 1.0, 0.13503270753879412, 0.5154169913100477, 0.36808358077814884, 0.53858036630420147, 0.45945683755544486, 0.19881289447803985, 0.3338472196693788, 0.37290396208079152, 0.40281824380650921, 0.52444487983377031, 0.28119160777924807, 0.088964031721760539, 0.080009050484158156]
28	0.982604	[0.33513637322417, 0.054339958647281729, 0.070012019454641403, 0.084627993473905788, 0.35607542854502822, 0.9193881067488362, 1.0, 0.13498492910171198, 0.51521249550857262, 0.36793390333936515, 0.53836659574293777, 0.45927165907187306, 0.19873691820920622, 0.33371107233167918, 0.37274997854600828, 0.40279713447362298, 0.52441927425919166, 0.28117499468805435, 0.088945799123624131, 0.079992682020273459]
29	0.982526	[0.33512984413988012, 0.054333518299068392, 0.070003664078723132, 0.08461782259734156, 0.35606626858173518, 0.91945080913492072, 1.0, 0.13495163119877959, 0.51506681213068106, 0.36782675659160502, 0.53821420951240173, 0.45913938796210862, 0.19868312770782312, 0.33361355792575259, 0.37263949996268031, 0.40280028403133361, 0.52442495885899099, 0.28117560920367629, 0.088935044477104777, 0.079983034298926434]
30	0.982514	[0.33514369656971482, 0.0543278796398214, 0.069996350468504456, 0.084608922000712794, 0.35607782225190898, 0.9194552343119603, 1.0, 0.13492303585208695, 0.51494192925414806, 0.36773495351329716, 0.5380836337840913, 0.4590260059928874, 0.19863698706535476, 0.33353005791880891, 0.37254486854754931, 0.40280142382503525, 0.524427779319387, 0.28117506833068345, 0.08892563508066198, 0.079974592638729816]
31	0.982523	[0.33513479434870469, 0.054321888389753326, 0.069988590284321014, 0.084599491014798453, 0.35606650511028975, 0.91944135311581321, 1.0, 0.13489584270582738, 0.51482486477384337, 0.36764915532440057, 0.53796123566585008, 0.45891992493310352, 0.19859356097813921, 0.33345200900578137, 0.37245655453423948, 0.40279324056016264, 0.52441825286443977, 0.2811682282558855, 0.08891567677740464, 0.079965654073784739]


Y la solucion final es:
Eigenvalor = 0.982523263731
Eigenvector = [0.33513479434870469, 0.054321888389753326, 0.069988590284321014, 0.084599491014798453, 0.35606650511028975, 0.91944135311581321, 1.0, 0.13489584270582738, 0.51482486477384337, 0.36764915532440057, 0.53796123566585008, 0.45891992493310352, 0.19859356097813921, 0.33345200900578137, 0.37245655453423948, 0.40279324056016264, 0.52441825286443977, 0.2811682282558855, 0.08891567677740464, 0.079965654073784739]

